Unnamed: 0,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit
203,Northern,Ladakh,Kargil,Kargil War Memorial,War Memorial,24,1.0,4.8,0,No,None,Historical,Yes,0.011,All
204,Northern,Ladakh,Diskit,Diskit Monastery,Monastery,1351,1.0,4.7,20,No,None,Religious,No,0.015,Morning
205,Northern,Jammu and Kashmir,Kishtwar,Kishtwar National Park,National Park,1981,3.0,4.3,100,No,None,Wildlife,Yes,0.01,All
206,Northern,Ladakh,Hemis,Hemis National Park,National Park,1981,4.0,4.4,20,No,None,Wildlife,Yes,0.02,All
207,Northern,Ladakh,Dras,Dras War Memorial,War Memorial,Unknown,1.0,4.8,0,No,None,Historical,Yes,0.012,All
208,Northern,Ladakh,Leh,Magnetic Hill,Gravity Hill,Unknown,0.5,3.7,0,Yes,None,Nature,Yes,0.1,All
209,Northern,Ladakh,Leh,Khardung La Pass,Hill,Unknown,1.0,4.5,0,Yes,None,Adventure,Yes,0.05,Afternoon
210,Northern,Ladakh,Leh,Thiksey Monastery,Monastery,1430,1.5,4.7,30,Yes,None,Religious,No,0.05,All
211,Central,Uttar Pradesh,Vrindavan,Prem Mandir,Temple,2012,1.5,4.8,0,Yes,None,Religious,Yes,0.49,Evening
212,Central,Uttar Pradesh,Porbandar,Kirti Mandir,Memorial,1950,1.0,4.8,0,Yes,None,Historical,Yes,0.03,Morning
213,Central,Uttar Pradesh,Mathura,Nand Gaon,Village,Unknown,1.0,4.1,0,Yes,None,Cultural,Yes,0.01,Morning
214,Central,Uttar Pradesh,Mathura,Barsana Mandir,Temple,Unknown,1.0,4.8,0,Yes,None,Religious,Yes,0.1,Morning
215,Eastern,West Bengal,Darjeeling,Tiger Hill,Sunrise Point,Unknown,1.0,4.5,0,No,None,Nature,Yes,0.025,All
216,Eastern,West Bengal,Siliguri,Jaldapara National Park,Wildlife Sanctuary,1941,3.0,4.4,250,Yes,None,Wildlife,Yes,0.035,All
217,Eastern,West Bengal,Sundarbans,Sundarbans National Park,National Park,1984,4.0,4.4,60,No,None,Wildlife,Yes,0.065,All
218,Eastern,West Bengal,Digha,Digha Beach,Beach,Unknown,1.5,4.5,0,No,None,Recreational,Yes,0.09,Morning
219,Eastern,West Bengal,Murshidabad,Hazarduari Palace,Palace,1837,1.5,4.5,10,Yes,Friday,Historical,Yes,0.18,Morning
220,Eastern,West Bengal,Bolpur,Kankalitala Temple,Temple,Unknown,0.5,4.7,0,Yes,None,Religious,No,0.045,All
221,Eastern,West Bengal,Hooghly,Hangseswari Temple,Temple,1814,0.5,4.6,0,Yes,None,Architectural,No,0.07,All
222,Eastern,West Bengal,Jalpaiguri,Gorumara National Park,National Park,1949,3.0,4.4,100,Yes,None,Wildlife,Yes,0.07,All
223,Eastern,West Bengal,Cooch Behar,Cooch Behar Palace,Palace,1887,1.0,4.5,20,Yes,Friday,Historical,Yes,0.09,All
224,Eastern,West Bengal,Purulia,Ayodhya Hills,Hill,Unknown,2.5,4.5,0,No,None,Nature,Yes,0.15,All
225,Eastern,Odisha,Puri,Jagannath Temple,Temple,12th century,2.0,4.7,0,Yes,None,Religious,No,1.0,All
226,Eastern,Odisha,Konark,Sun Temple,Temple,1250,1.5,4.7,40,Yes,None,Historical,Yes,0.83,All
227,Eastern,Odisha,Bhubaneswar,Lingaraj Temple,Temple,11th century,1.0,4.6,0,Yes,None,Religious,No,0.35,All
228,Eastern,Odisha,Rourkela,Khandadhar Waterfall,Waterfall,Unknown,1.5,4.5,0,No,None,Nature,Yes,1.2,All
229,Eastern,Odisha,Cuttack,Barabati Fort,Fort,-987,1.0,4.5,0,Yes,None,Historical,Yes,0.13,All
230,Eastern,Odisha,Sambalpur,Hirakud Dam,Dam,1957,1.0,4.5,0,No,None,Engineering Marvel,Yes,0.01,All
231,Eastern,Odisha,Chilika,Chilika Lake,Lake,Unknown,2.0,3.9,0,Yes,None,Nature,Yes,0.1,Morning
232,Eastern,Odisha,Berhampur,Tara Tarini Temple,Temple,Ancient,1.0,4.6,0,Yes,None,Religious,No,0.01,All
233,Eastern,Odisha,Keonjhar,Badaghagara Waterfall,Waterfall,Unknown,1.0,4.3,0,No,None,Nature,Yes,0.018,Morning
234,Eastern,Odisha,Balasore,Chandipur Beach,Beach,Unknown,1.5,4.2,0,Yes,None,Recreational,Yes,0.014,Morning
235,Eastern,Odisha,Kendujhar,Sanaghagara Waterfall,Waterfall,Unknown,1.0,4.4,0,No,None,Nature,Yes,0.055,All
236,Southern,Tamil Nadu,Chennai,Marina Beach,Beach,Unknown,1.5,3.9,0,Yes,None,Recreational,Yes,0.1,Morning
237,Southern,Tamil Nadu,Madurai,Meenakshi Amman Temple,Temple,6th century AD,2.0,4.7,0,Yes,None,Religious,No,0.65,All
238,Southern,Tamil Nadu,Rameswaram,Ramanathaswamy Temple,Temple,12th century,1.5,4.6,0,No,None,Religious,No,0.01,All
239,Southern,Tamil Nadu,Kanyakumari,Vivekananda Rock Memorial,Memorial,1970,1.0,4.6,20,Yes,None,Historical,No,0.47,Morning
240,Southern,Tamil Nadu,Ooty,Ooty Lake,Lake,1824,1.0,4.1,10,Yes,None,Recreational,Yes,0.61,Morning
241,Southern,Tamil Nadu,Coimbatore,Marudamalai Temple,Temple,12th century,1.0,4.7,0,Yes,None,Religious,No,0.3,All
242,Southern,Tamil Nadu,Kodaikanal,Kodaikanal Lake,Lake,1863,2.0,3.9,0,No,None,Recreational,Yes,0.1,Morning
243,Southern,Tamil Nadu,Thanjavur,Brihadeeswarar Temple,Temple,110,1.5,4.8,0,Yes,None,Religious,No,0.35,All
244,Southern,Tamil Nadu,Mahabalipuram,Shore Temple,Temple,7th century,1.0,4.6,40,Yes,None,Historical,No,0.09,All
245,Southern,Tamil Nadu,Yercaud,Yercaud Lake,Lake,Unknown,1.0,4.2,0,No,None,Recreational,Yes,0.019,Morning
246,Southern,Tamil Nadu,Tirunelveli,Nellaiappar Temple,Temple,7th century,1.0,4.6,0,Yes,None,Religious,No,0.16,All
247,Southern,Tamil Nadu,Chidambaram,Nataraja Temple,Temple,10th century,1.0,4.7,0,Yes,None,Religious,No,0.28,All
248,Southern,Andhra Pradesh,Vijayawada,Kanaka Durga Temple,Temple,Unknown,1.0,4.7,0,Yes,None,Religious,No,0.44,All
249,Southern,Andhra Pradesh,Visakhapatnam,Rishikonda Beach,Beach,Unknown,1.5,4.5,0,Yes,None,Recreational,Yes,0.39,Morning
250,Southern,Andhra Pradesh,Srisailam,Mallikarjuna Swamy Temple,Temple,14th century,1.0,4.7,0,No,None,Religious,No,0.49,All
251,Southern,Andhra Pradesh,Rajahmundry,Papikondalu,Hill,Unknown,2.0,4.3,0,Yes,None,Nature,Yes,0.032,All
252,Southern,Andhra Pradesh,Anantapur,Lepakshi,Site,16th century,1.5,4.6,0,No,None,Historical,Yes,0.075,All
253,Southern,Andhra Pradesh,Kurnool,Belum Caves,Cave,Unknown,1.5,4.4,65,Yes,None,Natural Wonder,Yes,0.11,Afternoon
254,Southern,Andhra Pradesh,Amravati,Amaravathi Temple,Temple,Unknown,1.0,4.7,0,Yes,None,Religious,No,0.041,All
255,Southern,Andhra Pradesh,Guntur,Uppalapadu Bird Sanctuary,Bird Sanctuary,Unknown,1.0,4.4,10,Yes,None,Wildlife,Yes,0.7,All
256,Southern,Andhra Pradesh,Kadapa,Gandikota Fort,Fort,12th century,1.5,4.5,0,No,None,Historical,Yes,0.015,Morning
257,Southern,Andhra Pradesh,Puttaparthi,Prasanthi Nilayam,Spiritual Center,1950,1.0,4.7,0,Yes,None,Religious,Yes,0.12,All
258,Southern,Andhra Pradesh,Vizianagaram,Simhachalam Temple,Temple,198,1.0,4.7,0,Yes,None,Religious,No,0.59,All
259,Southern,Andhra Pradesh,Visakhapatnam,Kailasagiri,Hill,Unknown,2.0,4.5,0,Yes,None,Recreational,Yes,0.019,All
260,Southern,Andhra Pradesh,Visakhapatnam,Submarine Museum,Museum,22,1.0,4.6,40,Yes,None,Historical,Yes,0.49,All
261,Southern,Andhra Pradesh,Visakhapatnam,Borra Caves,Cave,Unknown,2.0,4.5,60,No,None,Natural Wonder,Yes,0.31,Afternoon
262,Southern,Andhra Pradesh,Visakhapatnam,War Memorial,War Memorial,Unknown,1.0,4.6,0,Yes,None,Historical,Yes,0.059,All
263,Southern,Andhra Pradesh,Visakhapatnam,Indira Gandhi Zoological Park,Zoo,1977,2.0,4.1,20,Yes,Monday,Wildlife,Yes,0.25,Afternoon
264,Southern,Andhra Pradesh,Visakhapatnam,Matsyadarshini Aquarium,Aquarium,Unknown,1.0,3.8,20,Yes,None,Recreational,Yes,0.03,All
265,Southern,Andhra Pradesh,Visakhapatnam,Visakha Museum,Museum,1991,1.0,4.3,10,Yes,None,Cultural,Yes,0.065,All
266,Eastern,Sikkim,Gangtok,Nathula Pass,Hill,Unknown,2.0,4.3,20,Yes,None,Historical,Yes,0.15,Afternoon
267,Eastern,Sikkim,Pelling,Pemayangtse Monastery,Monastery,1705,1.0,4.6,20,No,None,Religious,No,0.015,Morning
268,Eastern,Sikkim,Namchi,Char Dham,Religious Complex,211,2.0,4.7,50,Yes,None,Religious,No,0.12,All
269,Eastern,Sikkim,Gangtok,Rumtek Monastery,Monastery,1960s,1.0,4.6,10,Yes,None,Religious,No,0.035,Morning
270,Eastern,Sikkim,Ravangla,Buddha Park,Park,213,1.0,4.8,50,Yes,None,Cultural,Yes,0.1,All
271,Eastern,Sikkim,Gangtok,Baba Harbhajan Singh Temple,Temple,1967,1.0,4.7,0,Yes,None,Religious,No,0.075,All
272,Eastern,Sikkim,Gangtok,Tsomgo Lake,Lake,Unknown,2.0,4.5,0,Yes,None,Nature,Yes,0.15,Morning
273,North Eastern,Assam,Guwahati,Kamakhya Temple,Temple,Unknown,2.0,4.6,0,Yes,None,Religious,No,0.21,All
274,North Eastern,Assam,Kaziranga,Kaziranga National Park,National Park,1905,3.0,4.5,650,No,None,Wildlife,No,0.068,Morning
275,North Eastern,Assam,Guwahati,Umananda Island,Island,Unknown,1.0,4.1,0,Yes,None,Nature,Yes,0.01,Morning
276,North Eastern,Assam,Sivasagar,Sivasagar Sivadol,Temple,1734,1.0,4.7,0,No,None,Historical,Yes,0.065,All
277,North Eastern,Assam,Majuli,Majuli Island,River Island,Unknown,2.0,4.7,0,No,None,Cultural,Yes,0.01,Morning
278,North Eastern,Assam,Manas,Manas National Park,National Park,1990,3.0,4.6,500,No,None,Wildlife,Yes,0.19,Morning
279,North Eastern,Assam,Hajo,Hayagriva Madhava Temple,Temple,Unknown,1.0,4.5,0,No,None,Religious,Yes,0.9,All
280,North Eastern,Assam,Guwahati,Pobitora Wildlife Sanctuary,Wildlife Sanctuary,1987,2.0,4.4,500,Yes,None,Wildlife,Yes,0.037,All
281,North Eastern,Arunachal Pradesh,Tawang,Tawang Monastery,Monastery,1680,2.0,4.7,0,No,None,Religious,No,0.032,Morning
282,North Eastern,Tripura,Agartala,Ujjayanta Palace,Palace,1901,1.5,4.5,10,Yes,Monday,Historical,Yes,0.035,All
283,North Eastern,Tripura,Dumboor,Dumboor Lake,Lake,Unknown,1.0,4.5,0,No,None,Nature,Yes,0.01,Morning
284,North Eastern,Tripura,Unakoti,Unakoti Rock Carvings,Rock Carvings,700,1.5,4.5,20,No,None,Historical,Yes,0.025,Morning
285,Central,Chhattisgarh,Bastar,Chitrakote Falls,Waterfall,Unknown,1.5,4.6,0,No,None,Nature,Yes,0.19,Morning
286,North Eastern,Nagaland,Dzükou Valley,Dzükou Valley,Valley,Unknown,3.0,4.7,0,No,None,Trekking,Yes,0.01,Afternoon
287,Southern,Puducherry,Puducherry,Promenade Beach,Beach,Unknown,1.0,4.5,0,Yes,None,Recreational,Yes,0.09,Morning
288,Southern,Puducherry,Auroville,Auroville,Township,1968,2.0,4.1,0,Yes,None,Cultural,Yes,0.035,All
289,Southern,Puducherry,Puducherry,Paradise Beach,Beach,Unknown,1.0,4.5,200,Yes,None,Recreational,Yes,0.015,Morning
290,Southern,Andaman and Nicobar Islands,Port Blair,Cellular Jail,Landmark,1906,1.5,4.7,30,Yes,Monday,Historical,Yes,0.12,Afternoon
291,Southern,Andaman and Nicobar Islands,Havelock Island,Radhanagar Beach,Beach,Unknown,1.0,4.8,0,No,None,Nature,Yes,0.09,Morning
292,Southern,Andaman and Nicobar Islands,Neil Island,Bharatpur Beach,Beach,Unknown,1.0,4.5,0,No,None,Nature,Yes,0.04,Morning
293,Southern,Andaman and Nicobar Islands,Baratang Island,Limestone Caves,Natural Feature,Unknown,1.5,4.4,250,No,None,Nature,Yes,0.015,Morning
294,Western,Daman and Diu,Diu,Naida Caves,Cave,Unknown,1.0,4.5,0,No,None,Nature,Yes,0.6,Afternoon
295,Western,Daman and Diu,Diu,Diu Fort,Fort,1535,1.5,4.6,0,No,None,Historical,Yes,1.2,Afternoon
296,Eastern,Jharkhand,Deoghar,Baba Baidyanath Temple,Temple,Unknown,1.0,4.7,0,Yes,None,Religious,Yes,1.8,All
297,Eastern,Jharkhand,Ranchi,Pahari Mandir,Temple,Unknown,1.0,4.6,0,Yes,None,Religious,Yes,0.13,All
298,Eastern,Bihar,Bodh Gaya,Mahabodhi Temple,Temple,-260,1.5,4.7,0,Yes,None,Religious,Yes,0.2,All
299,Eastern,Bihar,Patna,Sanjay Gandhi Biological Park,Zoo,Unknown,2.5,4.3,30,Yes,None,Wildlife,Yes,0.5,All
300,Eastern,Bihar,Patna,Takhat Shri Harimandir Ji Patna Sahib,Gurudwara,Unknown,1.0,4.7,0,Yes,None,Religious,Yes,0.25,All
301,Eastern,Bihar,Patna,Budhha Smriti Park,Park,Unknown,1.0,4.4,10,Yes,None,Cultural,Yes,0.31,All
302,Northern,Haryana,Gurugram,Kingdom of Dreams,Entertainment,2010,3.0,4.4,1100,Yes,Monday,Entertainment,Yes,0.3,Afternoon
303,Northern,Haryana,Gurugram,Ambience Mall,Mall,Unknown,2.0,4.6,0,Yes,None,Shopping,Yes,1.2,Afternoon
304,Northern,Haryana,Gurugram,DLF CyberHub,Commercial Complex,Unknown,2.0,4.7,0,Yes,None,Entertainment,Yes,0.71,Afternoon
305,Northern,Delhi,New Delhi,Gurudwara Bangla Sahib,Gurudwara,Unknown,1.0,4.8,0,Yes,None,Religious,Yes,1.05,All
306,Northern,Uttarakhand,Kedarnath,Kedarnath,Temple,Unknown,1.5,4.8,0,No,None,Religious,No,2.0,All
307,Central,Uttar Pradesh,Noida,DLF Mall of India,Mall,2016,2.0,4.6,0,Yes,None,Shopping,Yes,1.5,All
308,Central,Uttar Pradesh,Greater Noida,The Grand Venice Mall,Mall,Unknown,2.0,4.2,0,Yes,None,Shopping,Yes,0.45,All
309,Southern,Karnataka,Bengaluru,Wonderla Amusement Park,Amusement Park,2005,4.0,4.5,890,Yes,None,Entertainment,Yes,0.95,All
310,Eastern,Odisha,Bhubaneswar,Nandankanan Zoological Park,Zoo,1960,3.0,4.4,50,Yes,Monday,Wildlife,Yes,0.81,Afternoon
311,Southern,Karnataka,Bengaluru,Orion Mall,Mall,2012,2.0,4.5,0,Yes,None,Shopping,Yes,1.8,All
312,Southern,Telangana,Hyderabad,Inorbit Mall Cyberabad,Mall,2004,2.0,4.5,0,Yes,None,Shopping,Yes,1.2,All
313,Northern,Delhi,New Delhi,Jama Masjid,Mosque,1656,1.0,4.5,0,Yes,None,Historical,Yes,0.49,All
314,Southern,Tamil Nadu,Rameswaram,Ramanathaswamy Temple,Temple,Unknown,1.5,4.7,0,Yes,None,Religious,No,0.1,All
315,Central,Uttar Pradesh,Greater Noida,Buddh International Circuit,Race Track,2011,2.0,4.6,1500,Yes,Sunday,Sports,Yes,7.4,All
316,Central,Uttar Pradesh,Lucknow,Phoenix Palassio,Mall,2020,2.0,4.6,0,Yes,None,Shopping,Yes,0.35,All
317,Southern,Kerala,Kochi,LuLu International Shopping Mall,Mall,2013,3.0,4.6,0,Yes,None,Shopping,Yes,1.9,All
318,Northern,Delhi,New Delhi,Rail Museum,Museum,1977,2.0,4.4,50,Yes,Monday,Cultural,Yes,0.24,Morning
319,North Eastern,Meghalaya,Cherrapunji,Living Root Bridge,Natural Feature,Unknown,2.0,4.6,0,No,None,Nature,Yes,0.06,Morning
320,Western,Gujarat,Gandhinagar,Akshardham,Temple,1992,3.0,4.6,0,Yes,Monday,Religious,No,0.18,All
321,Central,Uttar Pradesh,Agra,Agra Fort,Fort,1565,2.0,4.5,40,Yes,None,Historical,Yes,1.3,Afternoon
322,Central,Madhya Pradesh,Bhopal,Madhya Pradesh Tribal Museum,Museum,2013,2.0,4.7,10,Yes,Monday,Cultural,Yes,0.15,All
323,Northern,Rajasthan,Jaipur,City Palace,Palace,1727,2.0,4.4,200,Yes,None,Historical,Yes,0.51,Morning
324,Northern,Rajasthan,Jaipur,Albert Hall Museum,Museum,1887,2.0,4.5,200,Yes,None,Historical,Yes,0.63,All
325,Western,Delhi,Mumbai,Landmark 325,Fort,1790,0.8,4.3,94,Yes,Tuesday,Recreational,No,4.85,Morning
326,Western,Uttar Pradesh,Mumbai,Landmark 326,Temple,1732,3.2,4.8,134,Yes,None,Religious,No,1.46,Morning
327,Eastern,West Bengal,Lucknow,Landmark 327,Theme Park,1599,3.3,4.4,87,Yes,None,Scientific,Yes,3.77,Evening
328,Eastern,Delhi,Kolkata,Landmark 328,Observatory,1508,1.6,4.4,199,Yes,Thursday,Environmental,No,2.62,Evening
329,Western,West Bengal,Kolkata,Landmark 329,Temple,1693,3.5,4.4,108,Yes,Tuesday,Cultural,Yes,4.21,Night
330,Western,Maharashtra,Kolkata,Landmark 330,Temple,1842,5.0,4.0,128,Yes,None,Scientific,No,2.37,Night
331,Central,Maharashtra,Kolkata,Landmark 331,Museum,1797,1.8,4.1,88,No,Wednesday,Historical,Yes,0.86,Evening
332,Eastern,West Bengal,Delhi,Landmark 332,Observatory,1870,1.9,4.5,87,No,Friday,Historical,No,4.22,Afternoon
333,Eastern,Maharashtra,Mumbai,Landmark 333,Beach,1690,3.9,3.8,44,No,None,Cultural,No,0.55,Morning
334,Northern,Uttar Pradesh,Mumbai,Landmark 334,Beach,1563,4.2,4.3,63,No,Wednesday,Environmental,Yes,1.71,Afternoon
335,Northern,Tamil Nadu,Lucknow,Landmark 335,Fort,1694,3.5,3.8,41,No,None,Historical,No,1.04,Night
336,Eastern,Uttar Pradesh,Delhi,Landmark 336,Temple,1958,2.6,3.3,103,No,Wednesday,Recreational,No,3.09,Evening
337,Western,Uttar Pradesh,Chennai,Landmark 337,Theme Park,1895,3.6,3.4,132,No,Friday,Recreational,Yes,2.16,Night
338,Central,West Bengal,Kolkata,Landmark 338,Tomb,1662,5.8,4.9,22,Yes,Friday,Environmental,Yes,2.83,Evening
339,Western,Uttar Pradesh,Delhi,Landmark 339,War Memorial,1765,2.4,4.1,11,No,None,Recreational,Yes,0.95,Night
340,Central,Maharashtra,Lucknow,Landmark 340,Temple,1978,2.5,3.9,167,No,None,Recreational,No,1.9,Afternoon
341,Central,Tamil Nadu,Chennai,Landmark 341,Temple,1600,1.4,4.6,74,No,Monday,Cultural,Yes,4.03,Evening
342,Western,West Bengal,Chennai,Landmark 342,Tomb,1816,1.1,3.9,13,No,None,Cultural,Yes,0.46,Evening
343,Eastern,Tamil Nadu,Chennai,Landmark 343,Theme Park,1532,2.4,4.5,30,No,Friday,Environmental,No,3.17,Morning
344,Central,Maharashtra,Chennai,Landmark 344,Beach,1715,4.4,3.3,100,No,Thursday,Religious,Yes,4.68,Afternoon
345,Western,Tamil Nadu,Kolkata,Landmark 345,Tomb,1997,5.7,4.6,4,No,Monday,Religious,No,4.91,Evening
346,Northern,Uttar Pradesh,Lucknow,Landmark 346,Beach,1987,1.2,3.8,144,Yes,Thursday,Scientific,Yes,1.0,Morning
347,Central,Tamil Nadu,Kolkata,Landmark 347,Observatory,2014,5.4,3.9,194,Yes,Thursday,Religious,No,4.42,Morning
348,Northern,Uttar Pradesh,Delhi,Landmark 348,Temple,1624,2.4,5.0,100,No,Tuesday,Religious,No,2.49,Night
349,Northern,West Bengal,Lucknow,Landmark 349,Beach,1740,5.1,3.1,134,No,Wednesday,Recreational,No,0.56,Afternoon
350,Western,Maharashtra,Delhi,Landmark 350,Museum,1728,5.9,3.8,133,No,Wednesday,Historical,Yes,1.72,Morning
351,Western,Tamil Nadu,Delhi,Landmark 351,Fort,1991,0.5,3.6,131,Yes,Wednesday,Religious,No,2.77,Night
352,Western,Uttar Pradesh,Kolkata,Landmark 352,War Memorial,1691,3.6,4.2,156,Yes,None,Religious,No,0.16,Night
353,Western,Delhi,Delhi,Landmark 353,Observatory,2015,4.3,3.2,38,No,Wednesday,Scientific,No,4.91,Morning
354,Eastern,Tamil Nadu,Kolkata,Landmark 354,War Memorial,1625,5.7,3.6,114,No,None,Historical,No,0.54,Night
355,Eastern,West Bengal,Mumbai,Landmark 355,Museum,1955,3.3,3.2,192,Yes,None,Historical,No,3.42,Evening
356,Eastern,Tamil Nadu,Lucknow,Landmark 356,Fort,1885,5.3,4.5,151,Yes,Wednesday,Environmental,Yes,4.19,Morning
357,Central,Maharashtra,Lucknow,Landmark 357,War Memorial,1612,3.6,3.6,1,No,Monday,Environmental,Yes,2.43,Night
358,Central,Uttar Pradesh,Chennai,Landmark 358,Theme Park,1745,4.5,3.5,36,No,Tuesday,Environmental,No,1.46,Morning
359,Northern,West Bengal,Lucknow,Landmark 359,Temple,1588,2.4,4.5,1,Yes,Thursday,Scientific,Yes,0.82,Morning
360,Eastern,Maharashtra,Delhi,Landmark 360,War Memorial,1726,4.8,4.3,188,No,Thursday,Recreational,Yes,3.26,Morning
361,Central,Maharashtra,Delhi,Landmark 361,Fort,1674,5.8,4.0,113,Yes,Friday,Environmental,No,0.83,Evening
362,Central,Delhi,Lucknow,Landmark 362,Museum,1556,1.0,3.2,126,Yes,Thursday,Scientific,Yes,0.16,Afternoon
363,Western,Maharashtra,Lucknow,Landmark 363,Observatory,1942,5.3,3.5,111,No,None,Recreational,Yes,1.78,Evening
364,Western,Tamil Nadu,Delhi,Landmark 364,Beach,1693,1.1,3.7,163,No,Tuesday,Cultural,No,0.42,Afternoon
365,Northern,West Bengal,Chennai,Landmark 365,Museum,1859,3.0,3.8,173,Yes,Monday,Recreational,Yes,1.98,Morning
366,Western,West Bengal,Delhi,Landmark 366,Museum,1568,0.5,3.5,40,No,Thursday,Recreational,Yes,2.39,Night
367,Western,Tamil Nadu,Chennai,Landmark 367,Theme Park,1787,5.7,4.7,14,No,Friday,Recreational,No,2.32,Morning
368,Central,West Bengal,Mumbai,Landmark 368,Theme Park,1876,1.8,4.5,128,No,Thursday,Scientific,No,0.41,Morning
369,Northern,Tamil Nadu,Lucknow,Landmark 369,War Memorial,1897,2.1,4.5,100,Yes,Friday,Recreational,No,4.19,Evening
370,Northern,Uttar Pradesh,Delhi,Landmark 370,Tomb,1915,5.5,3.7,181,No,Monday,Cultural,No,1.47,Afternoon
371,Northern,Delhi,Chennai,Landmark 371,Beach,1525,0.8,4.4,187,No,Friday,Religious,Yes,4.73,Evening
372,Central,Maharashtra,Chennai,Landmark 372,War Memorial,1553,1.4,3.0,0,Yes,Wednesday,Historical,No,4.01,Morning
373,Central,Tamil Nadu,Chennai,Landmark 373,War Memorial,1524,5.9,4.3,165,No,Monday,Historical,No,3.52,Afternoon
374,Eastern,Tamil Nadu,Kolkata,Landmark 374,Beach,1697,2.7,4.8,106,No,None,Religious,Yes,2.21,Night
375,Eastern,Delhi,Chennai,Landmark 375,Temple,1731,2.9,3.3,196,No,Tuesday,Environmental,Yes,0.64,Morning
376,Central,West Bengal,Mumbai,Landmark 376,Beach,1834,1.4,3.8,53,Yes,Wednesday,Environmental,No,2.95,Evening
377,Central,Maharashtra,Delhi,Landmark 377,Fort,1683,2.1,3.3,47,No,Monday,Religious,Yes,2.28,Night
378,Northern,Delhi,Chennai,Landmark 378,Fort,1905,2.4,3.7,138,No,Friday,Cultural,Yes,2.5,Evening
379,Eastern,Uttar Pradesh,Lucknow,Landmark 379,Beach,2012,2.3,3.0,166,No,Thursday,Religious,No,3.8,Morning
380,Eastern,West Bengal,Lucknow,Landmark 380,Museum,1911,2.4,3.8,161,Yes,Wednesday,Religious,Yes,1.11,Night
381,Western,Tamil Nadu,Mumbai,Landmark 381,War Memorial,1899,5.1,4.5,120,Yes,None,Scientific,No,4.83,Afternoon
382,Northern,Uttar Pradesh,Lucknow,Landmark 382,Beach,1736,4.5,3.3,129,Yes,Thursday,Historical,No,3.76,Evening
383,Northern,West Bengal,Lucknow,Landmark 383,Theme Park,1828,0.9,4.2,146,Yes,None,Recreational,Yes,1.46,Evening
384,Central,Maharashtra,Mumbai,Landmark 384,Tomb,1779,4.0,4.4,163,Yes,None,Cultural,Yes,1.62,Night
385,Western,Delhi,Delhi,Landmark 385,Tomb,1714,1.2,4.1,113,Yes,Thursday,Recreational,Yes,3.96,Morning
386,Western,Tamil Nadu,Delhi,Landmark 386,Observatory,1693,1.9,4.1,55,No,Wednesday,Cultural,Yes,2.42,Afternoon
387,Central,Maharashtra,Delhi,Landmark 387,Museum,1884,4.1,3.1,37,No,Friday,Historical,No,0.77,Morning
388,Eastern,West Bengal,Chennai,Landmark 388,Observatory,1960,1.3,4.7,48,No,Wednesday,Religious,Yes,3.94,Evening
389,Northern,Tamil Nadu,Chennai,Landmark 389,War Memorial,1836,4.4,4.7,173,No,Wednesday,Scientific,No,1.53,Afternoon
390,Northern,Uttar Pradesh,Chennai,Landmark 390,Museum,1852,5.4,3.3,122,Yes,Friday,Religious,No,0.23,Morning
391,Eastern,Uttar Pradesh,Lucknow,Landmark 391,Museum,1702,1.6,4.7,102,No,Wednesday,Environmental,Yes,0.47,Afternoon
392,Western,Maharashtra,Lucknow,Landmark 392,Museum,1787,1.7,4.8,59,Yes,Friday,Cultural,Yes,3.58,Morning
393,Central,Delhi,Lucknow,Landmark 393,Temple,1630,5.2,4.9,131,No,Tuesday,Environmental,No,0.37,Night
394,Western,West Bengal,Kolkata,Landmark 394,War Memorial,1502,1.5,4.0,64,No,Thursday,Cultural,Yes,1.27,Morning
395,Western,Maharashtra,Delhi,Landmark 395,Theme Park,1978,4.6,3.4,63,Yes,Wednesday,Cultural,No,3.2,Night
396,Northern,Uttar Pradesh,Lucknow,Landmark 396,War Memorial,1766,2.5,4.4,68,No,Thursday,Cultural,No,4.15,Morning
397,Southern,Maharashtra,Kolkata,Landmark 397,Theme Park,1654,1.1,3.5,22,Yes,Monday,Historical,Yes,3.48,Morning
398,Southern,Maharashtra,Chennai,Landmark 398,Tomb,1688,0.7,4.4,163,No,Thursday,Environmental,Yes,2.24,Night
399,Northern,Maharashtra,Lucknow,Landmark 399,Temple,1869,4.6,4.1,90,Yes,Wednesday,Historical,Yes,4.56,Afternoon
400,Eastern,Tamil Nadu,Kolkata,Landmark 400,Fort,1879,4.3,4.0,58,Yes,Wednesday,Environmental,No,1.71,Afternoon
401,Western,Uttar Pradesh,Kolkata,Landmark 401,Beach,1869,1.1,4.9,61,No,None,Recreational,Yes,1.56,Morning
402,Northern,Delhi,Mumbai,Landmark 402,War Memorial,1912,1.2,3.5,199,No,Wednesday,Cultural,Yes,3.41,Afternoon
403,Southern,Maharashtra,Chennai,Landmark 403,Tomb,1619,4.8,3.5,84,Yes,Thursday,Recreational,Yes,4.45,Evening
404,Southern,Tamil Nadu,Chennai,Landmark 404,Theme Park,1520,5.4,4.8,48,No,None,Historical,No,0.11,Night
405,Southern,Delhi,Delhi,Landmark 405,Fort,1895,2.3,3.6,100,Yes,Wednesday,Recreational,Yes,1.93,Evening
